,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Kansas City,L 21-44,Home,0-1,0-0,6.0,Ov 54.0,220,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
1,09/18,Las Vegas,W 29-23,Away,1-1,0-0,5.5,Pu 52.0,200,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
2,09/25,LA Rams,L 12-20,Home,1-2,0-1,3.5,Un 49.0,150,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
3,10/02,Carolina,W 26-16,Away,2-2,0-1,1.0,Un 44.0,-104,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
4,10/09,Philadelphia,L 17-20,Home,2-3,0-1,5.5,Un 48.5,195,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
5,10/16,Seattle,L 9-19,Away,2-4,0-2,-2.5,Un 50.5,-135,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
6,10/20,New Orleans,W 42-34,Home,3-4,0-2,-2.5,Ov 44.0,-145,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
7,10/30,Minnesota,L 26-34,Away,3-5,0-2,4.0,Ov 48.5,175,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
8,11/06,Seattle,L 21-31,Home,3-6,0-3,-2.0,Ov 49.0,-131,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
9,11/13,LA Rams,W 27-17,Away,4-6,1-3,3.5,Ov 38.0,159,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
10,11/21,San Francisco,L 10-38,Neutral,4-7,1-4,9.5,Ov 43.0,352,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
11,11/27,LA Chargers,L 24-25,Home,4-8,1-4,2.5,Pu 49.0,125,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
12,12/12,New England,L 13-27,Home,4-9,1-4,2.0,Un 44.0,111,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
13,12/18,Denver,L 15-24,Away,4-10,1-4,1.5,Ov 37.5,105,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
14,12/25,Tampa Bay,L 16-19,Home,4-11,1-4,7.5,Un 41.5,272,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
15,01/01,Atlanta,L 19-20,Away,4-12,1-4,6.5,Un 40.5,240,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
16,01/08,San Francisco,4:25 pm,Away,,,14.5,39.5,705,2023-01-08 14:30:15.826755,/nfl/team/arizona-cardinals/
