,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Philadelphia,L 35-38,Home,0-1,0-0,+6.0,Ov 49.0,210,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
1,09/18,Washington,W 36-27,Home,1-1,0-0,(Pick),Ov 48.0,-105,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
2,09/25,Minnesota,L 24-28,Away,1-2,0-1,+6.5,Ov 51.5,230,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
3,10/02,Seattle,L 45-48,Home,1-3,0-1,-3.5,Ov 48.5,-170,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
4,10/09,New England,L 0-29,Away,1-4,0-1,+3.0,Un 47.0,135,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
5,10/23,Dallas,L 6-24,Away,1-5,0-1,+7.0,Un 49.5,250,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
6,10/30,Miami,L 27-31,Home,1-6,0-1,+3.5,Ov 52.0,165,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
7,11/06,Green Bay,W 15-9,Home,2-6,1-1,+4.0,Un 49.5,170,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
8,11/13,Chicago,W 31-30,Away,3-6,2-1,+3.0,Ov 48.5,134,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
9,11/20,NY Giants,W 31-18,Away,4-6,2-1,+3.0,Ov 44.5,142,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
10,11/24,Buffalo,L 25-28,Home,4-7,2-1,+9.5,Un 54.0,345,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
11,12/04,Jacksonville,W 40-14,Home,5-7,2-1,-1.0,Ov 51.0,-117,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
12,12/11,Minnesota,W 34-23,Home,6-7,3-1,-2.5,Ov 51.0,-132,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
13,12/18,NY Jets,W 20-17,Away,7-7,3-1,+2.0,Un 43.5,119,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
14,12/24,Carolina,L 23-37,Away,7-8,3-1,-2.0,Ov 43.5,-130,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
15,01/01,Chicago,W 41-10,Home,8-8,4-1,-4.0,Un 52.5,-215,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
16,01/08,Green Bay,W 20-16,Away,9-8,5-1,+5.0,Un 48.5,213,2023-01-14 19:03:42.742849,/nfl/team/detroit-lions/
