,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Miami,L 7-20,Away,0-1,0-1,3.0,Un 46.5,140,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
1,09/18,Pittsburgh,W 17-14,Away,1-1,0-1,-3.0,Un 40.0,-161,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
2,09/25,Baltimore,L 26-37,Home,1-2,0-1,2.5,Ov 45.0,120,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
3,10/02,Green Bay,L 24-27,Away,1-3,0-1,9.5,Ov 40.5,350,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
4,10/09,Detroit,W 29-0,Home,2-3,0-1,-3.0,Un 47.0,-160,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
5,10/16,Cleveland,W 38-15,Away,3-3,0-1,2.5,Ov 43.5,125,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
6,10/24,Chicago,L 14-33,Home,3-4,0-1,-8.5,Ov 40.0,-400,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
7,10/30,NY Jets,1:00 pm,Away,,,-1.5,40.5,-130,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
8,11/06,Indianapolis,1:00 pm,Home,,,-2.5,0,-110,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
9,11/20,NY Jets,1:00 pm,Home,,,-5.5,0,-250,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
10,11/24,Minnesota,8:20 pm,Away,,,2.5,0,110,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
11,12/01,Buffalo,8:15 pm,Home,,,3.0,0,125,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
12,12/12,Arizona,8:15 pm,Away,,,2.5,0,115,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
13,12/18,Las Vegas,8:20 pm,Away,,,2.0,0,130,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
14,12/24,Cincinnati,1:00 pm,Home,,,-2.0,0,100,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
15,01/01,Miami,1:00 pm,Home,,,-1.5,0,-130,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
16,01/08,Buffalo,12:00 pm,Away,,,7.0,0,255,2022-10-25 10:53:47.649805,/nfl/team/new-england-patriots/
