,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Washington,L 22-28,Away,0-1,0-0,+3.0,Ov 43.0,137,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
1,09/18,Indianapolis,W 24-0,Home,1-1,1-0,+3.0,Un 43.5,138,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
2,09/25,LA Chargers,4:05 pm,Away,,,+7.0,47.0,255,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
3,10/02,Philadelphia,1:00 pm,Away,,,+7.0,48.5,265,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
4,10/09,Houston,1:00 pm,Home,,,-3.5,0,-165,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
5,10/16,Indianapolis,1:00 pm,Away,,,+9.5,0,260,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
6,10/23,NY Giants,1:00 pm,Home,,,-2.5,0,-125,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
7,10/30,Denver,9:30 am,Neutral,,,+6.5,47.0,210,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
8,11/06,Las Vegas,1:00 pm,Home,,,+3.5,0,125,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
9,11/13,Kansas City,1:00 pm,Away,,,+13.0,0,420,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
10,11/27,Baltimore,1:00 pm,Home,,,+6.0,0,145,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
11,12/04,Detroit,1:00 pm,Away,,,+2.5,0,110,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
12,12/11,Tennessee,1:00 pm,Away,,,+7.5,0,230,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
13,12/18,Dallas,1:00 pm,Home,,,+5.0,0,130,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
14,12/22,NY Jets,8:15 pm,Away,,,+3.0,0,115,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
15,01/01,Houston,1:00 pm,Away,,,(Pick),0,-110,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
16,01/08,Tennessee,12:00 pm,Home,,,+3.0,0,130,2022-09-22 18:18:23.251854,/nfl/team/jacksonville-jaguars/
