,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/08,Buffalo,L 10-31,Home,0-1,0-0,2.0,Un 51.5,107,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
1,09/18,Atlanta,W 31-27,Home,1-1,0-0,-10.5,Ov 46.0,-500,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
2,09/25,Arizona,W 20-12,Away,2-1,1-0,-3.5,Un 49.0,-180,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
3,10/03,San Francisco,L 9-24,Away,2-2,1-1,2.0,Un 42.0,110,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
4,10/09,Dallas,L 10-22,Home,2-3,1-1,-5.0,Un 41.5,-220,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
5,10/16,Carolina,W 24-10,Home,3-3,1-1,-10.0,Un 41.0,-425,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
6,10/30,San Francisco,L 14-31,Home,3-4,1-2,-1.0,Ov 42.5,-120,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
7,11/06,Tampa Bay,L 13-16,Away,3-5,1-2,3.0,Un 43.0,135,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
8,11/13,Arizona,L 17-27,Home,3-6,1-3,-3.5,Ov 38.0,-179,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
9,11/20,New Orleans,L 20-27,Away,3-7,1-3,2.5,Ov 39.5,115,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
10,11/27,Kansas City,L 10-26,Away,3-8,1-3,16.0,Un 42.0,810,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
11,12/04,Seattle,L 23-27,Home,3-9,1-4,6.5,Ov 41.0,255,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
12,12/08,Las Vegas,W 17-16,Home,4-9,1-4,6.0,Un 42.0,222,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
13,12/19,Green Bay,L 12-24,Away,4-10,1-4,7.5,Un 39.5,301,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
14,12/25,Denver,W 51-14,Home,5-10,1-4,3.0,Ov 36.0,156,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
15,01/01,LA Chargers,L 10-31,Away,5-11,1-4,6.5,Un 41.5,238,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
16,01/08,Seattle,L 16-19,Away,5-12,1-5,4.5,Un 43.0,204,2023-02-09 11:53:46.434966,/nfl/team/los-angeles-rams/
