,Date,Opponent,Result,Location,W/L,Div,asof,url
0,09/11,Cleveland,L 24-26,Home,0-1,0-0,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
1,09/18,NY Giants,L 16-19,Away,0-2,0-0,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
2,09/25,New Orleans,1:00 pm,Home,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
3,10/02,Arizona,4:05 pm,Home,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
4,10/09,San Francisco,4:05 pm,Home,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
5,10/16,LA Rams,4:05 pm,Away,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
6,10/23,Tampa Bay,1:00 pm,Home,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
7,10/30,Atlanta,1:00 pm,Away,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
8,11/06,Cincinnati,1:00 pm,Away,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
9,11/10,Atlanta,8:15 pm,Home,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
10,11/20,Baltimore,1:00 pm,Away,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
11,11/27,Denver,1:00 pm,Home,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
12,12/11,Seattle,4:25 pm,Away,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
13,12/18,Pittsburgh,1:00 pm,Home,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
14,12/24,Detroit,1:00 pm,Home,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
15,01/01,Tampa Bay,1:00 pm,Away,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
16,01/08,New Orleans,12:00 pm,Away,,,2022-09-22 17:54:21.762730,/nfl/team/carolina-panthers/
