,Rank,Player,Team,Pos,Value,asof,url
0,1,Daniel Carlson,Las Vegas Raiders,K,53,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
1,2,Brett Maher,Dallas Cowboys,K,45,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
2,3,Tyler Bass,Buffalo Bills,K,42,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
3,3,Justin Tucker,Baltimore Ravens,K,42,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
4,5,Graham Gano,New York Giants,K,41,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
5,5,Ryan Succop,Tampa Bay Buccaneers,K,41,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
6,7,Younghoe Koo,Atlanta Falcons,K,40,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
7,8,Eddy Pineiro,Carolina Panthers,K,39,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
8,9,Ka'imi Fairbairn,Houston Texans,K,38,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
9,9,Evan McPherson,Cincinnati Bengals,K,38,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
10,11,Riley Patterson,Jacksonville Jaguars,K,37,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
11,11,Nick Folk,New England Patriots,K,37,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
12,11,Cade York,Cleveland Browns,K,37,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
13,11,Jason Myers,Seattle Seahawks,K,37,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
14,11,Brandon McManus,Denver Broncos,K,37,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
15,16,Greg Zuerlein,New York Jets,K,36,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
16,17,Greg Joseph,Minnesota Vikings,K,35,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
17,18,Chris Boswell,Pittsburgh Steelers,K,33,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
18,19,Matt Gay,Los Angeles Rams,K,32,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
19,20,Jason Sanders,Miami Dolphins,K,31,2022-10-11 16:27:32.973641,/nfl/player-stat/kicking-points
